,data,labels,group,generalisation
23099,i think your a bot,are_you_a_bot,test,ID
23100,is it true your a real person,are_you_a_bot,test,ID
23101,are you a person that's real,are_you_a_bot,test,ID
23102,are you actually a person,are_you_a_bot,test,ID
23103,are you really real,are_you_a_bot,test,ID
23104,your a bot aren't you,are_you_a_bot,test,ID
23105,could you be human,are_you_a_bot,test,ID
23106,could you be a person,are_you_a_bot,test,ID
23107,are you human,are_you_a_bot,test,ID
23108,are you a human or ai computer based,are_you_a_bot,test,ID
23109,would you call yourself a human or a computer,are_you_a_bot,test,ID
23110,how do you describe yourself: as a computer or a human,are_you_a_bot,test,ID
23111,are you computer or human,are_you_a_bot,test,ID
23112,would most people say you are a computer or a human,are_you_a_bot,test,ID
23113,are you real or a computer,are_you_a_bot,test,ID
23114,are you a computer generated voice,are_you_a_bot,test,ID
23115,am i talking to a real live person,are_you_a_bot,test,ID
23116,is your voice from a human or is it synthesized,are_you_a_bot,test,ID
23117,are you a person or artificial intelligence,are_you_a_bot,test,ID
23118,could you tell me if you're a real person,are_you_a_bot,test,ID
23119,are you a person or robot,are_you_a_bot,test,ID
23120,can i get to work on my fuel tank,gas,test,ID
23121,can i get to susan's house with my current tank,gas,test,ID
23122,do i have enough gas to get home,gas,test,ID
23123,do i have enough fuel to travel to san diego from here,gas,test,ID
23124,will i make it to my current destination on this fuel tank,gas,test,ID
23125,can i make it to los angeles with this fuel level,gas,test,ID
23126,can i reach seattle with this amount of fuel,gas,test,ID
23127,do i have enough gas in my tank to make it to washington dc,gas,test,ID
23128,do i have enough gas in my car to make it to dallas,gas,test,ID
23129,will i run out of gas before i reach atlantic city,gas,test,ID
23130,tell me where my gas tank is,gas,test,ID
23131,where can i find my gas tank,gas,test,ID
23132,where is my gas tank located,gas,test,ID
23133,how many gallons do i have left in my gas tank,gas,test,ID
23134,how's my gasoline how much do i have left,gas,test,ID
23135,what percentage full is my gas tank,gas,test,ID
23136,how full or empty is my tank of gas,gas,test,ID
23137,how much gas do i have left in my tank,gas,test,ID
23138,how full is my gas tank,gas,test,ID
23139,how many more miles can i drive on my current tank,gas,test,ID
23140,how much gas is left in my car,gas,test,ID
23141,how full is the gas tank,gas,test,ID
23142,what does the gas meter read,gas,test,ID
23143,how much of the gas do i have left,gas,test,ID
23144,how much gas do i have here,gas,test,ID
23145,how much gas do i have in the tank,gas,test,ID
23146,can you tell me how much gas is in my tank,gas,test,ID
23147,tell me my gas tank levels,gas,test,ID
23148,what is the data of my gas tank,gas,test,ID
23149,how much gas do i have in my tank,gas,test,ID
23150,"i want to bring my card on the texas trip in june, will it be expired by then",expiration_date,test,ID
23151,"what's the month, year, and day that my card expires",expiration_date,test,ID
23152,"does my card ending in 1234, or any of my cards, expire soon",expiration_date,test,ID
23153,"does my card have an expiration date and if so, what is it",expiration_date,test,ID
23154,"when does my card expire, the one ending in 1234",expiration_date,test,ID
23155,give me my credit card expiration date,expiration_date,test,ID
23156,what is the expiration month and year on my credit car,expiration_date,test,ID
23157,when is the date of expiration for my first bank card,expiration_date,test,ID
23158,what is the expiration month of my card,expiration_date,test,ID
23159,what is the expiration date of my credit card,expiration_date,test,ID
23160,let me know when my credit card expire,expiration_date,test,ID
23161,when will my citi card expire,expiration_date,test,ID
23162,when is my credit card expire,expiration_date,test,ID
23163,when is the expiration month for my card,expiration_date,test,ID
23164,when is the expiration date of my credit card,expiration_date,test,ID
23165,what is the expiration date on my chase card,expiration_date,test,ID
23166,when is the expiration date for me discover,expiration_date,test,ID
23167,when it my citi card expired,expiration_date,test,ID
23168,when is my card expired,expiration_date,test,ID
23169,tell me the expiration date on my credit card,expiration_date,test,ID
23170,what month is my card expired in,expiration_date,test,ID
23171,how soon does my credit card expire,expiration_date,test,ID
23172,when will my new credit card arrive,expiration_date,test,ID
23173,what month does my credit card expire,expiration_date,test,ID
23174,what is the date when my visa card will expire,expiration_date,test,ID
23175,can you tell me what the date of expiry for my visa card is,expiration_date,test,ID
23176,tell me the expiration date for my visa card,expiration_date,test,ID
23177,show me the expiration date for my visa card,expiration_date,test,ID
23178,where should i look for my credit card expiration day,expiration_date,test,ID
23179,when will my credit card no longer be good,expiration_date,test,ID
23180,add to my motivational playlist rap god,update_playlist,test,ID
23181,include rap god on the motivational playlist,update_playlist,test,ID
23182,move rap god to my motivational playlist,update_playlist,test,ID
23183,in my motivational playlist include the song rap god,update_playlist,test,ID
23184,add the song rap god to the motivational playlist,update_playlist,test,ID
23185,i need this song on my meditation playlist,update_playlist,test,ID
23186,i want the current song added to my pregame playlist,update_playlist,test,ID
23187,please put this song on my studying playlist,update_playlist,test,ID
23188,please throw this song onto my cleaning playlist,update_playlist,test,ID
23189,i would like the song playing right now put on my driving playlist,update_playlist,test,ID
23190,i want this song on my pregame playlist,update_playlist,test,ID
23191,please add this song to my study playlist,update_playlist,test,ID
23192,can you add this song to my driving playlist,update_playlist,test,ID
23193,will you be sure to add this current song to my sleep playlist,update_playlist,test,ID
23194,please add the song i'm listening to right now to my relaxation playlist,update_playlist,test,ID
23195,add this to my rock playlist,update_playlist,test,ID
23196,add what im listening to to my rock playlist,update_playlist,test,ID
23197,i want to put this on my rock playlist,update_playlist,test,ID
23198,add current song to rock playlist,update_playlist,test,ID
23199,add this song to my rock playlist,update_playlist,test,ID
23200,please add this song to my country music playlist,update_playlist,test,ID
23201,i am asking you to add this song to my country music playlist,update_playlist,test,ID
23202,help me add this song to my country music playlist,update_playlist,test,ID
23203,can you add this song to my country music playlist,update_playlist,test,ID
23204,this song needs to be added to my country music playlist,update_playlist,test,ID
23205,this song i'm listening to would be great on my commute playlist,update_playlist,test,ID
23206,i need this song on my jam playlist,update_playlist,test,ID
23207,i want what i'm listening to to be added to my chill playlist,update_playlist,test,ID
23208,i need what i'm listening to right now to be put on my exercise playlist,update_playlist,test,ID
23209,put what i'm listening to on my workout playlist,update_playlist,test,ID
23210,i do not actually need my reservation anymore,cancel_reservation,test,ID
23211,i need to cancel my reservation for rob at red robin,cancel_reservation,test,ID
23212,cancel my reservation for bob at red robin,cancel_reservation,test,ID
23213,i do not want my reservation anymore,cancel_reservation,test,ID
23214,i need you to cancel my reservation for 5 at red robin,cancel_reservation,test,ID
23215,please cancel my reservation for tim at jb's,cancel_reservation,test,ID
23216,i gotta cancel my reservation for barry at red robin,cancel_reservation,test,ID
23217,i don't need the reservation anymore,cancel_reservation,test,ID
23218,i want you to cancel my reservation for 5 at red robin,cancel_reservation,test,ID
23219,i am not in need of my reservation anymore,cancel_reservation,test,ID
23220,go ahead and cancel my reservation for 5 at red robin,cancel_reservation,test,ID
23221,i wish to cancel my reservation for fred at red robin,cancel_reservation,test,ID
23222,i no longer want my reservation anymore,cancel_reservation,test,ID
23223,please cancel my reservation for 5 at red robin,cancel_reservation,test,ID
23224,i need you to cancel my reservation for smith at the williams diner,cancel_reservation,test,ID
23225,i want a cancellation of the dinner reservation for phillips at bernardin's,cancel_reservation,test,ID
23226,please delete the reservation for roberts at village tavern,cancel_reservation,test,ID
23227,could you cancel my reservation for winters at the palace tonight,cancel_reservation,test,ID
23228,i would like you to cancel the dinner reservation for williams at the palace tonight,cancel_reservation,test,ID
